Geneid,REM_1,REM_2,REM_3,EIDD_1,EIDD_2,EIDD_3,EIDD_4,Control_1,Control_2,Control_3,Control_4
ENSMAUG00000009083,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000009231,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000009900,6704,2919,4863,219,412,118,102,2759,881,3250,3528
ENSMAUG00000010276,1078,909,868,413,588,385,158,257,142,464,287
ENSMAUG00000010451,289,274,272,366,451,440,217,272,148,533,403
ENSMAUG00000010809,1882,1609,1554,1205,1644,889,676,708,353,1443,811
ENSMAUG00000010841,2774,2630,2914,589,727,541,303,239,133,723,443
ENSMAUG00000010844,3248,2431,2486,1165,1261,820,577,1029,538,1566,1275
ENSMAUG00000011020,45413,34956,45727,11627,10252,6770,5089,5972,4061,12026,8447
ENSMAUG00000011194,0,0,0,1,0,2,0,0,0,0,0
ENSMAUG00000011206,4397,3319,3744,664,772,608,291,562,313,1231,871
ENSMAUG00000011304,6,2,2,0,0,0,2,0,2,0,2
ENSMAUG00000011466,280,118,304,45,141,45,42,10,4,46,16
ENSMAUG00000011506,678,608,662,348,497,330,162,198,104,480,279
ENSMAUG00000011902,1169,918,883,277,451,274,139,191,77,488,241
ENSMAUG00000011904,1833,1136,1161,945,1156,707,452,397,195,1121,509
ENSMAUG00000012239,4252,3054,2519,777,990,759,352,469,237,1050,535
ENSMAUG00000012910,370,299,350,519,674,560,303,179,127,575,277
ENSMAUG00000013238,427,341,138,555,695,497,316,376,189,914,635
ENSMAUG00000013358,70,40,80,4,10,6,10,2,0,8,0
ENSMAUG00000013483,102,52,56,12,6,12,4,18,5,18,31
ENSMAUG00000013557,385,329,200,61,194,62,25,36,14,77,26
ENSMAUG00000013573,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013604,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013744,784,733,640,2324,3662,2457,1341,1778,1162,3356,2456
ENSMAUG00000014105,46,38,19,15,35,19,6,17,2,28,20
ENSMAUG00000014370,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000014538,2674,1344,1511,237,292,233,135,377,191,607,497
ENSMAUG00000015592,762,589,390,282,410,311,109,136,92,383,143
ENSMAUG00000016100,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000016120,1244,925,1267,810,1028,592,413,394,243,1026,548
ENSMAUG00000016699,114,102,101,90,152,78,57,40,19,134,63
ENSMAUG00000016967,1002,997,1077,1301,1486,977,770,466,248,1259,584
ENSMAUG00000017218,38,16,43,129,251,179,41,90,32,186,89
ENSMAUG00000017489,1350,870,1040,204,206,185,111,127,106,349,208
ENSMAUG00000017737,241,333,217,724,1174,906,338,163,62,738,182
ENSMAUG00000018052,0,2,32,24,32,9,2,14,11,37,5
ENSMAUG00000018136,121,82,214,128,151,90,57,82,48,166,88
ENSMAUG00000018205,651,991,726,904,1368,952,428,311,143,1237,356
ENSMAUG00000018210,1116,848,1034,610,847,508,354,387,245,771,463
ENSMAUG00000018362,1649,1644,1777,1521,1521,1052,708,374,297,1284,391
ENSMAUG00000018594,2,0,0,7,28,13,4,5,2,24,8
ENSMAUG00000018713,100,106,32,16,66,26,21,69,46,66,65
ENSMAUG00000018858,4,6,2,16,21,0,0,4,2,4,0
ENSMAUG00000018888,216,243,198,150,189,135,91,75,45,228,67
ENSMAUG00000018922,0,0,0,2,0,0,0,0,0,2,2
ENSMAUG00000019145,3311,3540,5879,928,1061,715,472,549,538,1229,718
ENSMAUG00000019358,918,1062,597,236,319,229,118,174,145,320,270
ENSMAUG00000019393,591,522,442,1484,2254,1042,823,745,332,1803,1040
ENSMAUG00000019669,332,456,414,64,206,76,22,144,99,154,222
ENSMAUG00000019736,2306,2424,3221,1008,1054,714,796,646,443,1033,752
ENSMAUG00000019820,60,60,66,53,86,52,34,22,2,89,28
ENSMAUG00000020267,7725,16426,17574,7607,12643,11006,3849,3340,1621,10513,4918
ENSMAUG00000020464,1048,622,556,355,417,454,164,301,110,688,324
ENSMAUG00000020559,936,1514,1171,2190,3667,3264,1060,814,400,3236,918
ENSMAUG00000020840,657,817,1013,329,446,291,207,226,149,419,293
ENSMAUG00000021273,60,8,32,13,22,25,4,28,12,43,35
ENSMAUG00000021359,16568,23033,21373,14858,25385,21154,7777,5928,3302,18974,8373
ENSMAUG00000021368,276,235,162,487,583,351,206,175,106,496,211
ENSMAUG00000021635,603,671,418,583,817,743,206,365,184,917,522
ENSMAUG00000022060,769,678,461,508,966,655,250,162,98,587,233
ENSMAUG00000022082,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000022098,287,199,198,243,279,183,110,105,78,251,147
ENSMAUG00000000218,39,91,74,62,57,51,17,40,38,66,30
ENSMAUG00000000223,0,2,0,6,2,0,0,6,0,2,0
ENSMAUG00000000234,549,601,588,412,539,440,222,145,78,452,187
ENSMAUG00000000354,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000000435,835,631,712,508,757,437,254,236,138,656,288
ENSMAUG00000000501,2,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000517,754,842,958,582,813,522,276,344,155,804,484
ENSMAUG00000000530,3156,3548,3749,543,471,357,245,625,506,911,999
ENSMAUG00000000570,960,1261,1164,626,746,743,275,127,70,654,203
ENSMAUG00000001013,1105,838,764,275,265,258,113,126,83,387,161
ENSMAUG00000001198,0,0,0,2,0,0,2,0,0,0,0
ENSMAUG00000001223,0,0,4,2,5,4,0,2,0,8,2
ENSMAUG00000001409,173,188,106,354,524,431,124,49,39,342,59
ENSMAUG00000001583,1458,1215,1261,1081,1530,1003,550,460,239,1395,496
ENSMAUG00000001759,18,144,481,152,178,93,45,121,52,204,40
ENSMAUG00000001907,382,319,337,523,730,367,186,271,129,624,267
ENSMAUG00000001913,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003088,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003109,956,896,1320,254,312,271,214,185,154,358,203
ENSMAUG00000003197,1224,960,1006,444,687,468,208,236,120,644,299
ENSMAUG00000003426,0,2,2,8,13,1,2,0,2,8,3
ENSMAUG00000003494,0,6,6,0,0,0,2,0,0,0,0
ENSMAUG00000004106,131,148,87,90,118,74,58,48,28,84,46
ENSMAUG00000004150,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004270,0,0,0,16,10,5,0,0,2,9,6
ENSMAUG00000004305,0,0,0,1,9,4,1,0,0,5,3
ENSMAUG00000004327,0,0,0,0,0,0,0,0,0,1,0
ENSMAUG00000004336,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004397,0,4,0,0,0,0,0,0,2,2,0
ENSMAUG00000004777,8,10,0,6,6,3,2,4,0,0,2
ENSMAUG00000004922,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004966,0,0,0,48,43,65,48,47,39,45,37
ENSMAUG00000005096,0,0,0,0,7,2,2,0,0,4,7
ENSMAUG00000005221,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000005257,50,66,36,1411,2065,1600,531,225,172,1775,233
ENSMAUG00000005404,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005568,0,2,4,0,1,0,0,0,0,5,2
ENSMAUG00000005581,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005655,1140,980,1010,597,751,517,297,280,164,790,369
ENSMAUG00000005783,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005924,1267,898,677,344,520,352,174,205,136,493,278
ENSMAUG00000006122,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006157,0,0,12,3,9,0,4,1,2,3,4
ENSMAUG00000006260,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006315,571,497,596,187,172,116,94,71,84,189,125
ENSMAUG00000006481,8240,5485,6706,1091,1254,693,555,834,552,1541,1228
ENSMAUG00000006538,0,0,28,0,1,2,0,0,0,0,0
ENSMAUG00000006676,0,0,0,0,0,6,0,0,0,6,0
ENSMAUG00000007143,0,0,0,23,21,17,4,2,0,18,8
ENSMAUG00000007408,6,4,0,26,4,6,26,20,32,26,32
ENSMAUG00000007491,22,6,20,8,24,11,5,4,4,17,4
ENSMAUG00000007821,18,17,30,48,46,13,22,8,9,34,8
ENSMAUG00000007918,0,0,0,0,0,0,0,0,0,2,0
ENSMAUG00000007960,544,704,885,944,958,813,503,450,281,1097,574
ENSMAUG00000007977,658,690,758,481,801,540,308,150,72,481,117
ENSMAUG00000007982,0,0,0,1,2,0,0,0,0,1,0
ENSMAUG00000008190,1207,829,811,200,149,147,93,335,228,384,320
ENSMAUG00000008560,42,32,20,20,42,8,9,8,12,22,4
ENSMAUG00000008607,883,1388,2277,1992,3268,1527,1111,525,281,2229,576
ENSMAUG00000009119,10,0,2,7,2,9,4,4,2,5,0
ENSMAUG00000009523,136,159,138,708,810,470,412,338,147,597,341
ENSMAUG00000009690,158,210,238,115,135,72,39,22,12,156,11
ENSMAUG00000009972,3574,2952,2555,1833,2928,1864,772,861,440,2387,1160
ENSMAUG00000010039,1908,1698,968,593,711,778,289,217,108,976,202
ENSMAUG00000010409,1030,752,713,527,699,435,238,289,166,795,542
ENSMAUG00000010450,678,587,1302,1406,1821,1195,946,817,362,2222,1039
ENSMAUG00000010499,116,122,170,221,239,193,91,71,26,230,97
ENSMAUG00000011013,0,0,0,0,6,0,0,0,0,2,2
ENSMAUG00000011034,896,645,1065,116,137,123,64,58,47,151,72
ENSMAUG00000011081,1472,1282,1494,601,621,633,307,230,142,694,230
ENSMAUG00000011444,2032,2414,2269,586,702,432,335,372,198,878,597
ENSMAUG00000011555,145,91,48,187,236,208,134,188,111,273,139
ENSMAUG00000011724,2,20,101,51,55,44,10,16,17,70,3
ENSMAUG00000011979,0,0,20,45,79,70,22,31,2,61,41
ENSMAUG00000012055,0,2,0,18,19,22,12,6,2,16,2
ENSMAUG00000012334,779,545,450,203,214,180,87,151,66,294,146
ENSMAUG00000012554,1482,1157,1607,449,723,401,234,292,158,554,341
ENSMAUG00000012679,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000012831,1194,866,969,454,648,423,182,233,130,579,294
ENSMAUG00000012889,7138,10303,6563,14805,13380,6891,7332,4591,2555,12296,2999
ENSMAUG00000012962,0,0,4,15,32,26,10,2,10,42,6
ENSMAUG00000013042,0,0,12,2,5,0,0,4,6,11,6
ENSMAUG00000013103,114,184,82,57,83,44,36,35,26,73,41
ENSMAUG00000013264,30,1,22,26,32,22,8,30,10,34,31
ENSMAUG00000013288,6999,5060,4738,1360,1763,1108,603,912,487,1899,1184
ENSMAUG00000013400,2,20,14,16,35,19,4,5,1,13,8
ENSMAUG00000013662,36,54,176,37,72,30,14,22,4,90,19
ENSMAUG00000013688,196,85,134,65,77,41,14,55,39,141,112
ENSMAUG00000013745,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013816,1118,1107,938,508,687,521,197,263,128,644,346
ENSMAUG00000013845,153,155,279,160,210,196,113,89,62,179,70
ENSMAUG00000014030,249,208,127,170,216,150,75,83,52,257,74
ENSMAUG00000014100,261,364,468,101,149,72,47,185,119,254,175
ENSMAUG00000014375,406,371,303,561,608,1052,367,209,169,829,191
ENSMAUG00000014786,377,759,324,44,99,34,20,45,42,60,52
ENSMAUG00000014843,1006,1031,1018,598,767,547,216,252,216,877,526
ENSMAUG00000014984,1030,938,843,687,936,619,335,376,219,791,480
ENSMAUG00000015324,1576,837,882,484,654,410,156,255,191,672,421
ENSMAUG00000015333,8,0,10,2,0,0,0,0,0,0,0
ENSMAUG00000015350,1255,1153,1205,227,274,216,110,160,82,370,214
ENSMAUG00000015486,9,0,10,3,2,0,1,2,1,16,12
ENSMAUG00000016026,2594,1970,1894,1425,2019,1463,576,647,322,1777,754
ENSMAUG00000016392,5,32,12,4,20,18,0,5,8,15,16
ENSMAUG00000016687,2526,2749,2922,1482,1730,1088,834,1188,635,1932,1640
ENSMAUG00000016703,1135,899,759,823,1086,880,353,426,266,1203,622
ENSMAUG00000016778,174,92,90,2,6,16,6,8,0,15,4
ENSMAUG00000016854,809,556,701,240,344,229,103,80,43,269,99
ENSMAUG00000017048,14,4,8,28,60,24,14,6,5,27,10
ENSMAUG00000017100,5392,4702,4100,2202,3167,2064,1204,1017,538,2789,1200
ENSMAUG00000017283,900,793,1034,229,234,147,72,70,34,230,95
ENSMAUG00000017434,487,596,696,663,771,546,249,231,120,679,321
ENSMAUG00000017452,526,535,806,255,321,269,148,114,75,370,126
ENSMAUG00000017470,1173,808,761,186,299,192,115,267,209,337,337
ENSMAUG00000017588,14,78,70,123,163,93,61,18,10,77,36
ENSMAUG00000017626,6,0,0,0,4,0,0,0,0,0,0
ENSMAUG00000017811,4630,5465,3462,1348,1916,2253,653,389,110,2212,398
ENSMAUG00000017812,590,622,773,270,250,182,125,103,70,281,110
ENSMAUG00000017869,0,0,0,2,1,1,0,0,0,2,0
ENSMAUG00000018111,8,1,10,0,8,6,0,0,0,2,6
ENSMAUG00000018133,0,8,2,0,4,6,0,0,0,2,8
ENSMAUG00000018178,2242,2484,2595,419,685,322,295,374,216,697,574
ENSMAUG00000018193,14,28,6,6,20,13,8,0,0,9,2
ENSMAUG00000019420,1828,1668,2034,512,558,500,281,250,131,572,277
ENSMAUG00000019560,38,45,173,34,23,16,8,16,4,29,11
ENSMAUG00000019577,5948,7852,7547,2203,4314,3019,954,829,311,3748,1111
ENSMAUG00000019693,1069,912,1350,298,372,286,96,145,65,429,171
ENSMAUG00000019738,2996,1999,2551,583,926,684,256,400,211,907,545
ENSMAUG00000019754,2098,1714,1777,457,634,430,247,299,181,699,427
ENSMAUG00000019790,47,38,30,114,128,107,41,32,28,146,48
ENSMAUG00000019818,1843,816,826,3230,4045,2280,1682,611,238,2849,598
ENSMAUG00000019919,6462,6761,3741,11201,17515,6826,5092,2239,970,10619,3006
ENSMAUG00000000235,142,299,693,176,140,60,55,106,51,173,40
ENSMAUG00000000265,2,0,0,0,4,0,4,0,0,1,0
ENSMAUG00000000481,130,102,129,28,43,9,2,0,2,0,0
ENSMAUG00000000492,0,8,0,0,0,0,1,0,0,0,0
ENSMAUG00000000779,824,974,917,251,361,217,103,88,58,324,154
ENSMAUG00000000808,10,46,30,148,173,124,48,2,4,78,10
ENSMAUG00000000894,50,62,200,50,28,16,9,23,26,43,16
ENSMAUG00000001618,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001844,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002117,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000002778,1106,1015,1262,524,684,416,273,208,138,528,200
ENSMAUG00000003043,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003170,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000003433,0,4,0,0,4,2,2,2,0,0,0
ENSMAUG00000003878,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004119,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004640,1887,1772,1684,1167,1899,1367,460,466,140,1924,480
ENSMAUG00000004807,663,689,711,301,457,263,113,95,54,427,136
ENSMAUG00000004853,195,306,235,99,158,140,50,78,26,166,111
ENSMAUG00000005826,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005833,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005869,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006339,0,0,0,47,27,28,22,22,10,39,12
ENSMAUG00000006385,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006674,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006878,702,580,526,338,385,320,128,121,42,360,126
ENSMAUG00000007171,80,74,90,98,145,120,51,32,16,99,32
ENSMAUG00000007775,1161,1057,1328,293,388,300,96,161,61,422,185
ENSMAUG00000007832,843,609,706,175,226,210,97,99,63,238,147
ENSMAUG00000008176,1218,910,982,536,662,418,298,351,234,722,673
ENSMAUG00000008274,3199,1918,3157,471,647,436,233,304,172,671,438
ENSMAUG00000008289,681,594,775,316,323,305,193,226,155,471,247
ENSMAUG00000008574,314,305,241,36,67,34,18,46,11,77,88
ENSMAUG00000008723,1165,1052,1480,1938,2250,2533,916,326,245,1794,309
ENSMAUG00000008806,2103,2014,2343,439,495,345,171,251,130,603,258
ENSMAUG00000009145,3,0,0,5,6,4,2,1,0,12,2
ENSMAUG00000009329,827,614,555,563,786,501,284,302,209,790,485
ENSMAUG00000009409,26,96,232,125,121,85,34,52,46,141,30
ENSMAUG00000009731,4216,2781,3249,1740,2314,1403,806,926,514,2079,1133
ENSMAUG00000009865,470,384,572,210,228,148,118,80,58,227,117
ENSMAUG00000010324,4,6,0,0,4,0,4,0,0,4,2
ENSMAUG00000010482,18,1,12,21,31,9,2,2,2,22,4
ENSMAUG00000010935,2100,2037,1435,354,471,315,137,150,74,456,198
ENSMAUG00000011070,25,10,62,221,228,232,164,68,38,199,43
ENSMAUG00000011190,4406,4560,5582,1191,1499,1128,555,450,274,1583,693
ENSMAUG00000011218,128,8,34,3,4,0,2,2,2,6,2
ENSMAUG00000011837,2782,2986,2551,2951,3841,2232,1822,1182,657,3563,1456
ENSMAUG00000012199,676,599,808,302,350,299,98,143,78,393,160
ENSMAUG00000012210,3034,1897,2098,700,1480,983,301,1435,492,3633,1745
ENSMAUG00000012285,24,34,26,8,19,7,0,0,0,23,2
ENSMAUG00000012456,0,0,0,6,2,0,0,0,2,0,0
ENSMAUG00000013353,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013617,230,288,292,692,672,451,312,230,122,794,186
ENSMAUG00000013882,423,436,406,400,530,314,263,166,89,474,206
ENSMAUG00000014000,137,131,68,292,468,276,171,204,117,360,258
ENSMAUG00000014350,495,349,424,166,205,91,92,136,88,319,293
ENSMAUG00000014656,740,613,625,287,368,247,145,128,75,310,152
ENSMAUG00000015431,907,884,892,446,655,362,188,244,182,652,400
ENSMAUG00000015471,248,224,170,1038,1902,846,629,399,432,1566,588
ENSMAUG00000015513,0,0,12,0,6,0,0,2,0,0,0
ENSMAUG00000015599,3,10,17,5,6,1,0,3,5,17,5
ENSMAUG00000015943,308,296,280,78,100,42,60,174,132,138,196
ENSMAUG00000016252,1408,805,871,195,229,208,84,164,82,347,187
ENSMAUG00000016489,8583,11730,7819,7318,13317,7633,3515,1908,907,10414,2645
ENSMAUG00000016498,731,492,999,280,392,257,131,136,90,404,229
ENSMAUG00000016805,10,42,12,34,82,38,11,17,2,30,26
ENSMAUG00000016923,930,835,722,340,453,350,131,147,53,434,105
ENSMAUG00000016978,420,110,203,38,59,43,14,48,34,72,51
ENSMAUG00000017111,39,58,43,7,11,5,4,7,2,8,6
ENSMAUG00000017210,463,631,309,1140,2889,1774,477,79,29,1205,36
ENSMAUG00000017356,224,359,659,156,191,143,51,44,38,156,28
ENSMAUG00000017483,58,20,40,3,5,0,3,1,4,2,2
ENSMAUG00000018221,2928,2439,2918,680,892,638,250,389,303,872,609
ENSMAUG00000018660,0,0,0,0,2,0,0,0,0,0,0
ENSMAUG00000018813,116,50,108,40,64,55,8,10,2,37,4
ENSMAUG00000018895,4,16,3,11,17,5,2,0,0,11,4
ENSMAUG00000019770,60,82,33,26,90,75,23,26,8,52,45
ENSMAUG00000019904,534,543,421,124,142,99,72,82,60,161,99
ENSMAUG00000000120,10,0,0,8,2,0,2,4,2,11,7
ENSMAUG00000000130,1873,1433,1116,2935,3464,2634,1188,1503,684,3307,1807
ENSMAUG00000000269,38,6,0,160,193,134,85,63,30,203,38
ENSMAUG00000000459,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000477,914,627,605,260,256,224,151,188,88,461,252
ENSMAUG00000000489,728,408,787,381,435,402,176,308,202,625,493
ENSMAUG00000000589,1585,1423,1570,313,386,237,102,154,92,392,228
ENSMAUG00000000949,5239,3446,3938,1114,1319,1066,467,679,439,1447,776
ENSMAUG00000001211,109,63,71,76,113,88,49,16,22,101,24
ENSMAUG00000001788,18,26,6,64,148,81,22,14,12,63,28
ENSMAUG00000002087,0,0,0,0,0,0,0,2,0,2,0
ENSMAUG00000002395,1220,756,696,421,626,477,153,294,161,704,576
ENSMAUG00000002397,0,0,0,0,0,0,0,0,0,0,1
ENSMAUG00000002480,0,0,0,1,0,1,0,0,0,1,0
ENSMAUG00000002803,861,414,612,182,238,156,59,174,104,310,239
ENSMAUG00000002938,88,85,54,22,36,26,14,10,4,49,16
ENSMAUG00000003036,6,2,0,24,30,18,8,4,1,27,16
ENSMAUG00000003051,0,0,0,2,2,0,0,2,0,0,0
ENSMAUG00000003106,1,0,2,24,19,12,10,5,2,16,13
ENSMAUG00000003641,138,140,186,38,39,50,29,44,11,55,18
ENSMAUG00000003692,0,0,0,1,5,5,1,0,0,1,3
ENSMAUG00000003698,0,0,0,0,0,0,0,0,0,1,0
ENSMAUG00000003763,0,0,0,2,0,1,2,0,0,0,0
ENSMAUG00000003779,0,0,0,5,2,3,0,4,0,5,1
ENSMAUG00000003895,20,21,10,238,439,260,120,62,35,297,91
ENSMAUG00000004462,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000004505,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005068,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000005853,0,0,2,5,8,4,3,0,0,1,0
ENSMAUG00000005966,0,0,0,0,1,0,1,0,1,0,0
ENSMAUG00000006332,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000006622,861,942,1403,173,278,198,63,106,60,252,155
ENSMAUG00000006872,1966,1183,1559,660,1010,656,284,266,179,753,329
ENSMAUG00000007118,0,0,0,0,0,0,0,0,2,0,0
ENSMAUG00000007857,2,0,0,4,0,0,0,0,0,0,2
ENSMAUG00000008129,28012,26886,15439,14109,20121,11578,7666,8297,4777,16836,11035
ENSMAUG00000008225,18,82,114,143,110,65,75,61,26,150,37
ENSMAUG00000008562,0,4,6,4,7,3,0,4,0,5,0
ENSMAUG00000008586,428,221,190,134,162,180,66,69,45,214,102
ENSMAUG00000008691,111,16,38,27,26,12,18,2,10,9,9
ENSMAUG00000008953,137,113,148,120,167,108,74,121,73,161,177
ENSMAUG00000009041,12,8,0,2,9,4,0,0,0,7,0
ENSMAUG00000009354,1131,1293,745,273,255,213,87,135,67,282,189
ENSMAUG00000009443,1079,852,1172,314,353,274,199,255,172,533,318
ENSMAUG00000009802,818,678,937,260,380,237,147,181,72,394,163
ENSMAUG00000010361,26,6,0,8,19,26,4,0,5,5,0
ENSMAUG00000010416,830,522,446,144,255,198,65,83,40,267,138
ENSMAUG00000010680,1440,1336,1381,967,1200,660,521,376,206,1124,493
ENSMAUG00000010709,1276,1339,1332,847,1224,719,399,572,266,1219,723
ENSMAUG00000010717,2109,1106,1312,439,1422,526,282,410,270,1008,525
ENSMAUG00000010767,144,170,253,96,89,67,57,27,12,108,24
ENSMAUG00000010857,0,0,0,4,14,5,0,5,0,16,10
ENSMAUG00000010971,1740,1632,1095,558,765,541,266,249,180,714,310
ENSMAUG00000011064,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000011116,40,38,36,44,60,41,22,26,2,36,20
ENSMAUG00000011156,318,110,452,430,382,472,277,77,52,427,118
ENSMAUG00000011463,32,146,377,203,207,140,58,52,19,201,48
ENSMAUG00000012090,3062,3849,2926,9212,13210,7972,4876,3687,2366,9677,4915
ENSMAUG00000012171,211,337,394,288,377,388,151,158,75,399,112
ENSMAUG00000012300,0,8,46,26,61,21,10,17,7,51,12
ENSMAUG00000012835,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000013036,766,491,510,386,614,337,242,353,180,676,537
ENSMAUG00000013122,278,191,495,161,198,148,39,74,39,233,72
ENSMAUG00000013171,204,196,156,38,399,55,42,190,183,192,271
ENSMAUG00000013282,2641,1602,1713,571,948,685,249,380,192,944,470
ENSMAUG00000013316,4,2,0,2,3,2,0,0,0,2,2
ENSMAUG00000013525,14,18,42,126,129,143,36,52,35,128,24
ENSMAUG00000013551,676,695,808,274,270,204,116,109,104,319,102
ENSMAUG00000014323,12,0,22,4,7,5,8,4,0,8,10
ENSMAUG00000014428,40,20,28,88,61,93,38,33,10,91,29
ENSMAUG00000014479,110,146,406,82,54,35,38,120,68,159,167
ENSMAUG00000014827,9097,12981,13671,15488,16194,15440,6165,1714,1193,15263,1417
ENSMAUG00000014873,74,66,137,67,82,60,17,12,6,65,32
ENSMAUG00000015001,1488,1255,2129,219,317,154,111,604,318,733,749
ENSMAUG00000015177,2460,2386,2717,864,989,685,376,307,156,990,401
ENSMAUG00000015388,58,10,10,2,6,4,1,8,0,2,6
ENSMAUG00000016043,536,605,818,183,152,94,102,102,66,198,123
ENSMAUG00000016695,504,234,341,221,249,271,78,54,37,288,77
ENSMAUG00000016721,860,798,1186,466,517,483,205,139,60,568,134
ENSMAUG00000016933,4091,3306,4495,1346,1268,770,462,670,482,1446,1043
ENSMAUG00000017234,28227,20900,30116,5305,5731,3134,1883,2478,1748,6405,3796
ENSMAUG00000017314,3,0,0,1,0,0,0,0,0,0,2
ENSMAUG00000017397,32,52,22,26,36,32,6,20,4,45,36
ENSMAUG00000017732,74,96,48,37,92,42,4,129,68,107,143
ENSMAUG00000017735,3980,2024,2270,909,943,697,612,761,482,1419,1184
ENSMAUG00000017763,46,84,100,71,63,60,59,45,107,98,28
ENSMAUG00000017772,213,220,66,500,603,462,227,96,66,509,114
ENSMAUG00000017797,558,343,511,284,265,267,149,77,59,312,94
ENSMAUG00000017905,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000017946,0,4,0,0,4,7,0,1,0,5,0
ENSMAUG00000018174,1593,1244,1621,164,126,331,64,207,75,393,284
ENSMAUG00000018448,530,388,521,111,120,118,61,57,48,124,70
ENSMAUG00000018903,3351,2630,3327,1319,1574,974,899,697,385,1700,1038
ENSMAUG00000019060,0,0,0,7,4,7,3,5,5,3,1
ENSMAUG00000019128,1002,495,595,365,588,331,208,218,58,563,280
ENSMAUG00000019394,4465,2436,3198,524,735,610,158,499,307,1137,609
ENSMAUG00000019603,37,18,22,29,41,34,8,40,91,127,66
ENSMAUG00000019935,7642,4415,6120,1392,2358,1277,548,830,513,1952,848
ENSMAUG00000019957,91,76,116,36,106,43,27,112,109,152,149
ENSMAUG00000020263,1977,1684,1839,1026,1084,942,386,467,264,1161,509
ENSMAUG00000020271,937,693,779,469,670,576,226,211,116,622,331
ENSMAUG00000020646,100,270,266,262,338,224,214,80,50,307,120
ENSMAUG00000020927,5508,2621,3834,1577,2115,1891,782,1592,964,2933,2197
ENSMAUG00000000194,217,360,168,38,28,36,14,0,0,22,4
ENSMAUG00000000244,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000000334,1156,86,565,138,170,119,36,195,127,321,271
ENSMAUG00000000358,1178,1797,1422,918,1206,690,394,374,219,864,411
ENSMAUG00000000458,14,40,52,33,54,22,16,37,20,62,48
ENSMAUG00000000461,346,140,216,31,52,50,16,38,26,60,25
ENSMAUG00000000597,0,0,0,0,4,3,0,0,0,0,0
ENSMAUG00000000950,110,156,213,256,309,321,96,56,17,308,54
ENSMAUG00000001029,2199,464,739,270,300,184,80,451,266,544,496
ENSMAUG00000001243,115,176,151,146,194,124,107,111,27,160,113
ENSMAUG00000001268,170,99,103,46,64,60,22,35,14,91,77
ENSMAUG00000001340,0,0,0,0,0,0,0,0,0,0,0
ENSMAUG00000001345,25415,11602,12423,770,1150,489,430,4856,2678,6092,8380
ENSMAUG00000001351,8,11,6,5,2,0,0,0,0,5,0
ENSMAUG00000001557,62,58,42,8,15,10,6,8,2,7,9
ENSMAUG00000001856,1526,1382,1176,978,1666,790,524,518,238,1313,686
ENSMAUG00000002040,202,118,84,123,173,202,47,62,26,207,82
ENSMAUG00000002531,16113,749,7267,25,47,14,12,1102,464,960,1846
